0
0
0
0
0
0
0
0
0
0
0
0
3,05E-05
-3,05E-05
0
0
0
0
0
0
0
0
-3,05E-05
0
0
0
0
0
0
0
0
0
3,05E-05
0
3,05E-05
0
-3,05E-05
3,05E-05
0
0
0
0
0
0
0
-3,05E-05
0
0
0
0
-3,05E-05
-3,05E-05
0
0
0
0
0
0
3,05E-05
0
0
0
0
-6,10E-05
3,05E-05
0
-3,05E-05
3,05E-05
-9,16E-05
3,05E-05
3,05E-05
-3,05E-05
-9,16E-05
-0,000213623
0,000213623
0,00012207
-0,000213623
-6,10E-05
0,000366211
0,000274658
0,000152588
-0,000366211
-0,000701904
0,000274658
0,000488281
0,000579834
-0,000213623
-0,000671387
-0,000488281
0,000579834
-0,000335693
-0,001190186
0,000335693
0,000762939
0,000244141
0,000213623
-0,000488281
-0,000183105
0,000305176
0,001159668
0,000610352
-0,000518799
-0,000732422
0,000366211
0,000701904
-0,000762939
0,000396729
-0,000183105
-0,00213623
-0,000671387
0,001190186
0,001159668
-0,001251221
9,16E-05
0,002441406
-6,10E-05
-0,003112793
-0,001312256
-6,10E-05
0,00177002
0,002807617
0,002288818
-0,002105713
-0,004302979
0,005157471
0,001983643
-0,004180908
-0,000366211
0,002502441
0,000823975
-0,002990723
-0,001586914
-0,000518799
-0,001342773
0,000274658
0,004272461
-0,001464844
-0,008270264
0,000976563
0,010650635
0,000213623
-0,001617432
0,003753662
-0,00479126
-0,000213623
0,004119873
0,000762939
0,00201416
-0,006225586
-0,003723145
-0,000579834
-0,002868652
0,001342773
0,000793457
0,000488281
0,00012207
0,001373291
0,001312256
-0,006286621
-0,001403809
0,014068604
0,000579834
-0,006652832
-0,003234863
0,000549316
0,007873535
0,002441406
-0,009552002
0,004058838
0,018707275
-0,003479004
-0,016021729
-0,003875732
-0,002868652
0,000457764
0,010559082
-0,00088501
-0,014862061
-0,006866455
0,012115479
0,008422852
-0,013214111
-0,000671387
0,009216309
0,002990723
-0,004669189
0,006317139
-0,004241943
-0,002105713
0,026580811
0,007781982
-0,020904541
-0,02166748
0,003997803
0,013031006
