0
0
0
0
0
0
0
0
0
0
0
0
3,05E-05
-3,05E-05
0
0
0
0
0
0
0
0
-3,05E-05
0
0
0
0
0
0
0
0
0
3,05E-05
0
3,05E-05
0
-3,05E-05
3,05E-05
0
0
0
0
0
0
0
-3,05E-05
0
0
0
3,05E-05
-3,05E-05
-3,05E-05
0
0
0
0
0
0
3,05E-05
0
0
0
3,05E-05
0
3,05E-05
0
0
3,05E-05
3,05E-05
-0,000305176
-0,000244141
0,000244141
0,000152588
0
-9,16E-05
-0,000152588
0,000152588
0,000183105
0,000183105
-0,000213623
-0,000244141
0,000457764
0,000518799
-0,000152588
-0,000823975
-0,000183105
0,000701904
9,16E-05
-0,000427246
-0,000518799
-0,000274658
0,001068115
-0,000244141
-0,001220703
0,000244141
-0,000274658
0,00088501
0,000335693
-0,000457764
0,000396729
0,000946045
0,000793457
-0,00100708
-0,000671387
0,000213623
-0,000579834
0,001464844
0,000183105
-0,001159668
0,000213623
-0,000701904
-0,000152588
0,001251221
-0,001708984
-0,001556396
0,001098633
0,000640869
0,00201416
-0,000762939
-0,001953125
-0,000640869
0,002319336
0,00213623
-0,002166748
0,000335693
0,001190186
0,000976563
-0,000946045
-0,002380371
-0,001708984
0,000518799
-0,000610352
0,000793457
0,001983643
-0,003692627
0,000366211
0,002166748
0,000701904
0,001342773
-0,00112915
-0,001800537
0,003265381
0,002532959
0,003112793
-0,002746582
-0,00479126
0,00289917
0,000823975
-0,003051758
-0,00289917
-0,002929688
0,003509521
0,006530762
0,001403809
-0,014099121
-0,006896973
0,013397217
0,007629395
-0,00479126
-0,007995605
-0,000976563
0,006195068
0,004333496
0,002410889
-0,005218506
-0,006561279
0,007049561
0,011566162
0,001861572
-0,015014648
-0,003448486
0,013458252
0,000152588
-0,012176514
-0,002929688
-0,00402832
0,004089355
0,01675415
-0,002563477
-0,017791748
-0,01574707
0,021362305
0,009185791
-0,006469727
0,004547119
-0,001708984
0,005126953
-0,002502441
-0,003570557
0,000457764
-0,006622314
0,015655518
0,01159668
-0,020019531
-0,01373291
-0,001647949
0,012145996
