0
0
0
0
0
0
0
0
0
0
0
0
3,05E-05
-3,05E-05
0
0
0
0
0
0
0
0
-3,05E-05
0
0
0
0
0
0
0
0
0
3,05E-05
0
3,05E-05
0
-3,05E-05
3,05E-05
0
0
0
0
0
0
0
-3,05E-05
0
0
0
0
-3,05E-05
-3,05E-05
0
0
0
0
0
0
3,05E-05
-3,05E-05
0
0
3,05E-05
3,05E-05
6,10E-05
0
-3,05E-05
-3,05E-05
6,10E-05
6,10E-05
-6,10E-05
-0,000244141
-0,00012207
0,000244141
-3,05E-05
-0,00012207
-6,10E-05
6,10E-05
0,000183105
0
3,05E-05
-0,000213623
-0,000274658
0,000793457
0,000610352
-0,000549316
-0,000335693
0,000152588
0,000366211
-0,000244141
-0,000427246
0,000152588
-0,000610352
0,000579834
0,000610352
-0,001281738
-0,000732422
0,00088501
0,000396729
-0,000488281
-0,000976563
3,05E-05
0,000854492
0,001220703
0,001678467
-0,000701904
-0,001800537
-0,000152588
0,002197266
0,000823975
-0,001617432
-0,000488281
0,000396729
-0,000366211
-0,000244141
-0,000335693
-0,002868652
-0,001037598
0,002075195
0,001312256
-0,001464844
0,00012207
0,002593994
0,001464844
-0,000427246
-0,001953125
-0,000640869
6,10E-05
0,004455566
0,001831055
-0,002990723
-0,002532959
0,000854492
0,004119873
-0,005310059
-0,002929688
0,002471924
-0,001678467
-0,000396729
0,001342773
0,005645752
-0,001831055
-0,006958008
-0,000274658
0,001220703
0,000457764
0,005432129
0,001495361
-0,002288818
0,002044678
0,001708984
0,000183105
-0,009674072
-0,000762939
0,009124756
0,002532959
-0,005462646
-0,003143311
0,004943848
-0,003540039
0,003234863
-0,003295898
-0,012695313
0,002960205
0,016143799
0,007720947
-0,01449585
-0,004882813
0,01473999
0,001525879
-0,009643555
-0,006317139
-0,005493164
0,00604248
0,016693115
0,000640869
-0,013122559
-0,002990723
0,010284424
0,004516602
-0,015869141
-0,013519287
0,011108398
0,013580322
-0,007720947
-0,004058838
-0,00088501
-0,006103516
0,012115479
0,012420654
-0,007904053
-0,011047363
0,008514404
0,018005371
